industry,percentage,funds_raised,stage,country,month,day,year,laid_off_count
19,0.265282,811.0,13,59,2,2,2023,2
27,0.1,948.0,13,59,2,2,2023,2
2,0.2,240.0,13,50,2,2,2023,2
7,0.265282,60.0,4,35,2,2,2023,2
26,0.265282,497.0,5,59,2,2,2023,2
4,0.04,2400.0,13,59,2,1,2023,2
2,0.265282,1500.0,13,59,2,1,2023,1
2,0.04,719.0,13,59,2,1,2023,1
25,0.265282,161.0,13,59,2,1,2023,1
19,0.1,415.0,6,59,2,1,2023,1
18,0.22,157.0,13,7,2,1,2023,0
12,0.28,215.0,4,59,2,1,2023,0
3,0.05,536.0,7,59,2,1,2023,0
25,0.08,157.0,13,59,2,1,2023,0
14,0.03,100.0,12,59,2,1,2023,0
18,0.1,28.0,4,59,2,1,2023,0
26,0.265282,190.0,4,7,2,1,2023,2
18,0.08,80.0,6,59,2,1,2023,2
12,0.5,76.0,13,59,2,1,2023,2
4,0.08,245.0,13,15,2,1,2023,2
2,0.08,157.0,13,59,2,1,2023,2
10,0.265282,137.0,3,59,2,1,2023,2
9,0.265282,52.0,0,59,2,1,2023,2
27,0.06,10700.0,13,59,2,1,2023,2
7,0.07,216.0,13,59,1,31,2023,2
4,0.08,157.0,13,59,1,31,2023,2
10,0.03,230.0,13,59,1,31,2023,2
17,0.07,100.0,13,59,1,31,2023,2
7,0.2,144.0,13,59,1,31,2023,2
4,0.04,344.0,13,17,1,31,2023,1
23,0.17,1600.0,13,59,1,31,2023,1
7,0.265282,1300.0,5,17,1,31,2023,1
2,0.14,235.0,0,59,1,31,2023,0
27,0.265282,12.0,0,36,1,31,2023,0
7,0.265282,4100.0,13,5,1,31,2023,0
25,0.09,80.0,0,25,1,31,2023,0
11,0.04,157.0,13,59,1,31,2023,2
4,0.08,1100.0,13,7,1,31,2023,2
12,0.13,157.0,13,34,1,30,2023,2
17,0.15,157.0,14,34,1,30,2023,2
27,0.5,629.0,13,58,1,30,2023,2
23,0.265282,1400.0,13,59,1,30,2023,2
11,0.265282,12.0,13,59,1,30,2023,2
9,0.06,1200.0,14,51,1,30,2023,2
9,0.04,9900.0,13,17,1,30,2023,1
9,0.2,1900.0,9,59,1,30,2023,1
23,0.13,205.0,4,17,1,30,2023,0
7,0.25,157.0,13,59,1,30,2023,2
23,0.265282,322.0,6,5,1,30,2023,2
10,0.265282,224.0,4,59,1,30,2023,2
3,0.33,176.0,3,59,1,30,2023,2
12,0.12,425.0,13,59,1,30,2023,2
7,0.265282,3000.0,13,59,1,30,2023,2
25,0.265282,43.0,3,15,1,29,2023,2
7,0.5,157.0,0,5,1,28,2023,0
3,0.265282,101.0,2,59,1,28,2023,0
23,0.07,157.0,2,7,1,27,2023,1
23,0.06,390.0,6,22,1,27,2023,1
23,0.265282,157.0,1,59,1,27,2023,1
19,0.265282,157.0,13,59,1,27,2023,1
27,0.265282,157.0,0,17,1,27,2023,0
3,0.1,100.0,4,48,1,27,2023,0
3,0.25,45.0,2,7,1,27,2023,0
17,0.17,21.0,3,7,1,27,2023,0
12,0.265282,18.0,2,59,1,27,2023,2
7,0.265282,273.0,0,42,1,27,2023,2
23,0.265282,47.0,2,59,1,27,2023,2
19,0.08,157.0,0,17,1,27,2023,2
19,0.03,1300.0,13,17,1,26,2023,2
4,0.08,455.0,13,59,1,26,2023,1
7,0.2,550.0,5,59,1,26,2023,0
7,1.0,157.0,13,58,1,26,2023,2
19,0.1,43.0,3,59,1,26,2023,2
2,0.265282,226.0,5,59,1,26,2023,0
11,0.02,157.0,13,59,1,25,2023,2
11,0.07,157.0,13,59,1,25,2023,2
23,0.265282,50.0,14,59,1,25,2023,2
3,0.35,13.0,14,58,1,25,2023,2
21,0.25,157.0,0,59,1,25,2023,2
12,0.07,550.0,13,59,1,25,2023,1
14,0.15,171.0,5,59,1,25,2023,1
27,0.07,646.0,5,17,1,25,2023,1
12,0.265282,51.0,2,59,1,25,2023,2
7,0.265282,157.0,0,25,1,25,2023,2
8,0.265282,657.0,7,59,1,25,2023,1
7,0.07,157.0,13,5,1,25,2023,2
19,0.3,157.0,0,34,1,25,2023,2
28,0.17,834.0,13,59,1,24,2023,2
12,0.15,379.0,6,59,1,24,2023,1
7,0.1,1300.0,6,59,1,24,2023,0
24,0.2,36.0,3,7,1,24,2023,0
20,0.28,41.0,2,17,1,24,2023,0
12,0.265282,14.0,2,59,1,24,2023,0
17,0.2,157.0,0,7,1,24,2023,0
10,0.1,332.0,4,17,1,24,2023,2
7,0.14,160.0,4,59,1,24,2023,0
1,0.265282,451.0,3,59,1,24,2023,2
20,0.07,173.0,13,59,1,24,2023,2
10,0.09,23.0,3,58,1,24,2023,2
18,0.06,2100.0,13,52,1,23,2023,2
15,0.03,2700.0,15,59,1,23,2023,1
17,0.265282,320.0,0,22,1,23,2023,0
17,0.1,295.0,13,59,1,23,2023,0
23,0.265282,23.0,2,1,1,23,2023,0
25,0.17,97.0,3,59,1,23,2023,0
17,0.15,69.0,4,59,1,23,2023,0
5,0.7,16.0,2,22,1,23,2023,2
3,0.1,423.0,0,59,1,23,2023,2
17,0.08,117.0,13,59,1,23,2023,2
7,0.265282,115.0,4,34,1,22,2023,2
2,0.06,26.0,13,59,1,20,2023,2
23,0.1,1700.0,13,59,1,20,2023,2
9,0.06,3600.0,0,22,1,20,2023,2
12,0.08,192.0,14,22,1,20,2023,1
18,0.07,307.0,7,59,1,20,2023,1
13,0.265282,157.0,14,59,1,20,2023,1
10,0.265282,169.0,0,59,1,20,2023,0
23,0.1,14.0,0,5,1,20,2023,0
12,0.265282,1.0,0,59,1,20,2023,0
4,0.27,64.0,4,59,1,20,2023,0
7,0.265282,341.0,14,59,1,20,2023,2
12,0.7,156.0,4,59,1,20,2023,2
4,0.265282,91.0,3,59,1,20,2023,2
2,0.265282,157.0,14,59,1,20,2023,2
23,0.265282,62.0,14,59,1,20,2023,2
7,0.265282,157.0,13,59,1,19,2023,2
27,0.265282,1200.0,13,59,1,19,2023,2
21,0.265282,22200.0,13,59,1,19,2023,2
19,0.35,153.0,3,59,1,19,2023,1
23,0.05,965.0,0,59,1,19,2023,1
14,0.09,233.0,13,59,1,19,2023,0
2,0.265282,21.0,14,59,1,19,2023,0
8,0.265282,269.0,5,59,1,19,2023,0
27,1.0,2.0,0,59,1,19,2023,2
18,0.265282,145.0,6,59,1,19,2023,2
11,0.265282,21.0,0,59,1,19,2023,2
14,0.265282,521.0,0,59,1,19,2023,2
17,0.06,400.0,13,59,1,19,2023,2
21,0.7,13.0,2,59,1,19,2023,2
12,0.3,225.0,13,59,1,19,2023,2
4,0.28,56.0,3,59,1,19,2023,2
7,0.265282,41.0,2,1,1,19,2023,2
6,0.15,167.0,13,51,1,19,2023,2
19,0.05,1.0,13,59,1,18,2023,2
25,0.1,125.0,14,59,1,18,2023,2
12,0.06,172.0,13,59,1,18,2023,2
27,0.2,1300.0,13,59,1,18,2023,2
26,0.07,253.0,13,59,1,18,2023,1
7,0.2,571.0,13,59,1,18,2023,1
19,0.14,69.0,0,7,1,18,2023,1
28,0.12,179.0,13,59,1,18,2023,1
25,0.12,416.0,7,59,1,18,2023,1
7,0.07,1100.0,13,59,1,18,2023,1
19,0.24,260.0,13,59,1,18,2023,1
17,0.07,300.0,4,7,1,18,2023,0
12,0.31,47.0,0,17,1,18,2023,0
7,0.03,491.0,7,59,1,18,2023,0
9,0.1,275.0,0,59,1,18,2023,2
13,0.2,420.0,5,15,1,18,2023,0
2,0.15,946.0,13,59,1,18,2023,2
12,0.3,204.0,4,8,1,18,2023,2
27,0.265282,2000.0,13,58,1,18,2023,2
19,0.265282,240.0,5,59,1,18,2023,2
20,0.265282,54.0,3,59,1,18,2023,2
12,0.2,157.0,13,59,1,18,2023,2
13,0.265282,854.0,14,59,1,18,2023,2
23,0.14,55.0,13,1,1,18,2023,2
23,0.1,1200.0,13,7,1,17,2023,2
19,0.03,1300.0,13,59,1,17,2023,2
27,1.0,2400.0,0,58,1,17,2023,1
27,0.265282,253.0,0,7,1,17,2023,1
26,0.15,87.0,5,22,1,17,2023,1
19,0.1,336.0,5,5,1,17,2023,1
1,0.265282,218.0,3,10,1,17,2023,1
19,0.65,92.0,14,59,1,17,2023,0
21,0.265282,31.0,3,59,1,17,2023,0
19,0.265282,44.0,13,59,1,17,2023,0
2,0.265282,59.0,0,59,1,17,2023,2
27,0.7,54.0,4,22,1,17,2023,2
26,0.16,12.0,13,59,1,17,2023,2
19,0.265282,157.0,13,59,1,17,2023,2
9,0.265282,2300.0,0,0,1,17,2023,2
7,0.265282,2.0,14,59,1,17,2023,2
7,0.265282,157.0,13,5,1,17,2023,2
7,0.07,157.0,13,5,1,16,2023,2
2,0.2,1700.0,9,22,1,16,2023,2
9,0.265282,17.0,3,22,1,16,2023,1
7,0.3,698.0,4,7,1,16,2023,0
9,0.03,382.0,0,22,1,16,2023,2
7,0.1,74.0,4,1,1,16,2023,2
9,0.02,548.0,0,22,1,16,2023,2
9,0.265282,126.0,4,22,1,15,2023,1
17,0.3,104.0,4,59,1,15,2023,1
9,0.43,21.0,2,22,1,15,2023,0
9,0.05,254.0,6,22,1,15,2023,2
11,0.265282,157.0,0,9,1,13,2023,2
27,0.265282,5000.0,11,22,1,13,2023,1
19,0.1,157.0,0,59,1,13,2023,1
12,0.265282,101.0,3,59,1,13,2023,0
12,1.0,155.0,4,59,1,13,2023,2
27,0.265282,1600.0,13,59,1,13,2023,2
17,0.265282,2.0,0,59,1,13,2023,2
19,0.265282,21.0,14,59,1,13,2023,2
20,0.09,114.0,4,59,1,13,2023,2
7,0.14,392.0,13,59,1,12,2023,1
18,0.4,410.0,7,59,1,12,2023,1
26,0.265282,28.0,3,22,1,12,2023,1
7,0.39,42.0,3,5,1,12,2023,1
3,0.28,490.0,5,58,1,12,2023,1
7,0.21,556.0,5,59,1,12,2023,1
7,0.265282,41.0,3,22,1,12,2023,1
4,0.265282,334.0,0,59,1,12,2023,0
12,0.06,157.0,13,59,1,12,2023,0
12,0.3,157.0,1,59,1,12,2023,0
5,0.265282,51.0,3,59,1,12,2023,0
3,0.2,157.0,0,59,1,12,2023,2
10,0.15,328.0,7,59,1,12,2023,2
2,0.14,158.0,13,59,1,12,2023,2
17,0.15,34.0,3,59,1,12,2023,2
15,0.2,2400.0,6,59,1,11,2023,2
19,0.05,400.0,13,59,1,11,2023,2
12,0.15,3500.0,0,59,1,11,2023,2
7,0.11,565.0,7,59,1,11,2023,1
25,0.06,205.0,12,59,1,11,2023,1
3,0.265282,244.0,5,22,1,11,2023,1
25,0.265282,349.0,13,59,1,11,2023,0
12,0.265282,94.0,3,59,1,11,2023,0
19,0.2,157.0,14,59,1,11,2023,0
2,0.265282,133.0,4,59,1,11,2023,0
10,0.1,1100.0,8,59,1,11,2023,2
10,0.15,33.0,4,59,1,11,2023,2
10,0.265282,224.0,4,59,1,11,2023,2
7,0.08,293.0,5,58,1,11,2023,2
3,0.2,549.0,13,59,1,10,2023,2
4,0.07,157.0,13,59,1,10,2023,2
7,0.28,665.0,13,59,1,10,2023,2
7,0.265282,95.0,4,1,1,10,2023,1
3,0.11,726.0,5,59,1,10,2023,1
25,0.1,125.0,13,59,1,10,2023,1
5,0.19,22.0,13,7,1,10,2023,1
5,0.265282,190.0,6,22,1,10,2023,0
2,0.75,36.0,3,59,1,10,2023,0
15,0.05,178.0,4,7,1,10,2023,0
10,0.2,157.0,0,22,1,10,2023,0
18,0.2,111.0,3,25,1,10,2023,0
23,0.265282,120.0,4,59,1,10,2023,2
10,0.12,223.0,5,59,1,10,2023,2
23,0.265282,383.0,0,59,1,10,2023,2
13,0.15,20.0,14,59,1,10,2023,2
19,0.21,10.0,2,59,1,10,2023,2
8,0.04,404.0,7,59,1,10,2023,2
12,0.57,1200.0,13,59,1,9,2023,2
12,0.265282,560.0,13,59,1,9,2023,2
12,0.2,656.0,13,59,1,9,2023,2
4,0.2,602.0,6,59,1,9,2023,2
18,0.1,160.0,10,58,1,8,2023,0
19,0.03,307.0,13,59,1,8,2023,0
17,0.265282,80.0,14,59,1,7,2023,0
3,0.2,2.0,0,9,1,6,2023,2
12,0.265282,522.0,5,59,1,6,2023,1
27,0.05,214.0,5,22,1,6,2023,0
25,0.265282,88.0,4,59,1,6,2023,2
10,0.265282,30.0,12,59,1,6,2023,2
16,0.265282,157.0,0,59,1,6,2023,2
23,1.0,40.0,1,59,1,6,2023,2
11,0.75,204.0,3,59,1,6,2023,2
3,0.3,9.0,2,59,1,6,2023,2
12,0.265282,999.0,13,59,1,5,2023,2
19,0.5,326.0,13,59,1,5,2023,1
7,0.19,646.0,6,59,1,5,2023,1
3,0.3,157.0,2,59,1,5,2023,0
23,0.02,472.0,7,48,1,5,2023,0
2,0.265282,12900.0,13,59,1,5,2023,0
23,0.17,176.0,0,59,1,5,2023,0
4,0.25,116.0,4,25,1,5,2023,0
26,0.08,178.0,12,59,1,5,2023,0
11,0.33,50.0,0,25,1,5,2023,0
23,0.15,62.0,3,22,1,5,2023,0
17,0.15,863.0,6,59,1,5,2023,2
21,0.265282,1600.0,13,59,1,5,2023,2
13,0.265282,98.0,13,1,1,5,2023,2
23,0.2,79.0,13,59,1,5,2023,1
12,0.4,173.0,13,59,1,5,2023,2
23,0.02,108.0,13,59,1,4,2023,2
24,0.1,65.0,13,59,1,4,2023,2
4,0.2,282.0,4,59,1,4,2023,1
18,0.11,166.0,13,59,1,4,2023,1
16,0.05,274.0,6,59,1,4,2023,0
12,0.25,530.0,13,59,1,4,2023,2
2,0.11,450.0,13,59,1,4,2023,2
3,1.0,29.0,0,59,1,4,2023,2
10,0.04,157.0,13,59,1,3,2023,1
26,0.1,620.0,6,59,1,3,2023,1
5,0.3,157.0,14,22,1,3,2023,0
2,0.1,9400.0,0,9,1,3,2023,2
26,0.03,157.0,13,59,1,2,2023,2
11,0.1,50.0,13,59,1,1,2023,2
9,0.14,675.0,0,58,12,31,2022,2
3,0.265282,23.0,1,28,12,31,2022,2
18,0.3,3700.0,13,9,12,27,2022,2
3,0.4,8.0,2,47,12,27,2022,2
7,0.06,157.0,14,34,12,26,2022,1
19,0.15,96.0,3,58,12,25,2022,2
21,0.22,157.0,0,1,12,23,2022,1
23,0.13,1000.0,6,16,12,23,2022,1
21,0.265282,25.0,4,58,12,23,2022,0
11,0.265282,157.0,13,59,12,22,2022,1
27,0.25,648.0,13,59,12,21,2022,2
19,0.5,90.0,2,17,12,21,2022,2
9,0.24,50.0,6,48,12,20,2022,0
7,0.4,10.0,2,7,12,20,2022,0
4,0.265282,63.0,0,58,12,20,2022,2
2,0.1,892.0,7,9,12,20,2022,2
21,0.13,4.0,14,59,12,19,2022,0
12,0.265282,136.0,5,59,12,19,2022,2
2,0.265282,7400.0,13,59,12,19,2022,2
9,1.0,2.0,0,1,12,19,2022,2
7,0.25,29.0,0,17,12,16,2022,0
4,0.3,26.0,2,7,12,16,2022,0
27,0.265282,157.0,13,7,12,16,2022,2
3,0.265282,205.0,3,59,12,16,2022,2
7,0.265282,331.0,0,7,12,16,2022,2
19,0.1,704.0,0,58,12,16,2022,2
7,0.18,183.0,4,59,12,16,2022,2
23,0.12,30.0,2,7,12,16,2022,2
12,0.15,183.0,4,59,12,16,2022,2
23,0.13,224.0,13,59,12,15,2022,1
26,0.02,484.0,13,59,12,15,2022,1
19,0.31,379.0,4,59,12,15,2022,1
10,0.2,76.0,3,59,12,15,2022,0
20,0.15,183.0,5,59,12,15,2022,2
23,0.3,5100.0,13,23,12,14,2022,1
5,0.265282,686.0,5,2,12,14,2022,1
27,0.265282,175.0,13,59,12,14,2022,0
12,0.04,215.0,0,59,12,14,2022,0
9,0.1,64.0,4,59,12,14,2022,0
21,0.265282,347.0,4,59,12,14,2022,2
2,0.14,698.0,10,59,12,13,2022,1
13,0.1,462.0,13,59,12,13,2022,1
12,0.09,514.0,6,59,12,13,2022,1
17,0.13,157.0,13,59,12,13,2022,0
3,0.265282,235.0,3,59,12,13,2022,2
5,0.2,192.0,14,59,12,12,2022,2
9,0.265282,107.0,14,59,12,12,2022,2
24,0.265282,51.0,3,59,12,12,2022,0
7,0.265282,189.0,4,59,12,12,2022,2
5,0.25,240.0,5,59,12,10,2022,0
20,0.1,94.0,3,17,12,10,2022,0
7,0.265282,97.0,4,59,12,10,2022,2
21,0.265282,281.0,0,59,12,10,2022,2
12,0.265282,1600.0,0,22,12,10,2022,2
2,0.15,157.0,13,25,12,9,2022,2
27,0.36,157.0,14,17,12,9,2022,1
12,0.16,174.0,4,5,12,9,2022,1
7,0.33,73.0,3,58,12,9,2022,1
17,0.115,442.0,5,17,12,9,2022,0
7,0.02,537.0,9,59,12,9,2022,0
19,1.0,25.0,2,25,12,9,2022,2
3,1.0,157.0,0,1,12,9,2022,2
19,0.265282,225.0,13,59,12,9,2022,2
3,0.1,25.0,3,59,12,9,2022,2
20,0.2,1400.0,7,59,12,8,2022,2
9,0.03,3600.0,0,22,12,8,2022,2
10,0.18,82.0,5,48,12,8,2022,1
27,0.3,138.0,4,5,12,8,2022,1
7,0.05,220.0,12,59,12,8,2022,1
23,0.265282,205.0,4,17,12,8,2022,1
27,0.5,231.0,13,25,12,8,2022,1
17,0.05,115.0,13,59,12,8,2022,0
12,0.265282,459.0,6,59,12,8,2022,0
25,0.15,153.0,4,59,12,8,2022,0
25,0.04,537.0,12,59,12,8,2022,0
3,0.15,932.0,13,59,12,8,2022,2
9,0.1,352.0,13,59,12,8,2022,2
13,0.265282,32.0,3,59,12,8,2022,2
11,0.265282,850.0,13,59,12,8,2022,2
5,0.17,150.0,13,59,12,8,2022,2
25,0.14,203.0,3,59,12,8,2022,2
5,0.265282,292.0,6,22,12,7,2022,2
21,0.12,788.0,0,5,12,7,2022,2
7,0.2,734.0,5,59,12,7,2022,2
27,0.06,567.0,7,59,12,7,2022,1
3,0.265282,55.0,2,59,12,7,2022,1
14,0.1,125.0,12,59,12,7,2022,1
27,0.13,515.0,5,59,12,7,2022,1
17,0.13,116.0,14,59,12,7,2022,1
2,0.08,613.0,6,59,12,7,2022,1
23,0.1,2300.0,0,59,12,7,2022,0
21,0.3,114.0,3,59,12,7,2022,0
7,0.18,115.0,4,59,12,7,2022,0
20,0.17,315.0,7,59,12,7,2022,0
9,0.05,139.0,4,23,12,7,2022,2
7,0.265282,157.0,14,59,12,7,2022,2
7,0.4,679.0,13,59,12,6,2022,2
11,0.265282,12.0,13,59,12,6,2022,1
18,0.12,696.0,13,59,12,6,2022,1
19,0.25,157.0,14,59,12,6,2022,1
17,0.265282,2.0,13,59,12,6,2022,1
7,0.125,302.0,4,59,12,6,2022,0
7,0.08,480.0,0,59,12,6,2022,0
25,0.08,165.0,4,25,12,6,2022,0
3,0.14,157.0,0,58,12,6,2022,0
1,0.13,36.0,3,7,12,6,2022,0
14,0.265282,226.0,5,59,12,6,2022,2
27,0.265282,630.0,0,36,12,6,2022,2
19,0.17,200.0,12,59,12,6,2022,2
12,0.25,479.0,5,59,12,6,2022,2
7,0.11,647.0,13,59,12,6,2022,2
3,0.4,157.0,0,1,12,5,2022,1
25,0.1,265.0,6,59,12,5,2022,0
7,0.18,103.0,3,25,12,5,2022,0
12,0.265282,323.0,3,59,12,5,2022,2
23,0.265282,481.0,0,59,12,5,2022,2
5,0.265282,22.0,13,7,12,5,2022,2
28,0.265282,4000.0,7,22,12,3,2022,2
8,0.265282,100.0,4,22,12,3,2022,1
3,0.3,157.0,0,48,12,3,2022,2
25,0.05,157.0,0,25,12,2,2022,1
2,0.265282,1700.0,0,22,12,2,2022,1
7,0.15,184.0,4,59,12,2,2022,0
21,0.265282,128.0,0,59,12,2,2022,0
2,1.0,9.0,0,59,12,2,2022,2
23,0.1,372.0,12,48,12,1,2022,1
17,0.37,194.0,6,59,12,1,2022,1
5,0.5,157.0,0,59,12,1,2022,1
20,0.16,212.0,5,59,12,1,2022,0
24,0.23,32.0,13,59,12,1,2022,0
26,0.12,419.0,5,59,12,1,2022,2
12,0.6,229.0,13,59,12,1,2022,2
8,0.14,151.0,7,59,12,1,2022,2
12,0.25,321.0,13,59,12,1,2022,2
7,0.265282,69.0,2,58,12,1,2022,2
9,0.06,2500.0,13,59,11,30,2022,2
3,0.3,134.0,0,59,11,30,2022,2
7,0.34,191.0,5,59,11,30,2022,1
23,0.23,140.0,3,23,11,30,2022,1
9,0.07,850.0,3,59,11,30,2022,1
5,0.265282,64.0,2,17,11,30,2022,0
17,0.13,145.0,3,59,11,30,2022,0
7,0.03,544.0,5,0,11,30,2022,0
5,0.05,118.0,3,22,11,30,2022,0
19,0.265282,157.0,0,0,11,30,2022,0
23,0.5,40.0,14,58,11,30,2022,0
4,0.13,162.0,13,59,11,30,2022,2
27,0.265282,157.0,0,59,11,30,2022,2
2,0.265282,1500.0,13,59,11,30,2022,2
12,0.15,700.0,2,59,11,30,2022,2
25,0.265282,167.0,14,59,11,30,2022,2
3,0.265282,378.0,4,32,11,29,2022,1
23,0.25,144.0,0,58,11,29,2022,0
3,0.2,1.0,0,1,11,29,2022,0
3,1.0,157.0,0,59,11,29,2022,2
12,0.18,162.0,13,59,11,29,2022,2
23,0.1,269.0,3,59,11,29,2022,2
3,0.265282,157.0,0,36,11,29,2022,2
19,0.31,1100.0,4,34,11,29,2022,2
7,0.4,13.0,2,32,11,29,2022,2
24,0.265282,20.0,2,59,11,29,2022,0
19,0.5,604.0,5,17,11,28,2022,2
2,0.2,260.0,0,5,11,28,2022,2
22,0.4,157.0,2,22,11,28,2022,1
5,0.06,483.0,5,7,11,28,2022,1
7,0.08,245.0,0,23,11,28,2022,0
3,0.33,100.0,2,59,11,28,2022,0
19,0.1,87.0,5,17,11,28,2022,0
3,1.0,1000.0,6,59,11,28,2022,2
5,0.265282,50.0,0,58,11,28,2022,2
21,0.265282,11.0,2,59,11,28,2022,2
3,0.265282,103.0,3,7,11,28,2022,2
6,0.4,78.0,3,59,11,28,2022,2
7,0.24,22.0,0,34,11,27,2022,2
7,0.265282,389.0,0,58,11,26,2022,2
18,0.05,1700.0,11,22,11,25,2022,1
27,0.2,157.0,0,58,11,25,2022,0
9,0.09,43.0,2,36,11,25,2022,0
3,0.38,17.0,2,0,11,24,2022,1
3,0.2,3.0,0,36,11,24,2022,0
9,0.265282,157.0,14,1,11,24,2022,2
18,0.265282,157.0,3,53,11,24,2022,2
7,1.0,2.0,1,59,11,23,2022,2
23,1.0,6.0,1,7,11,23,2022,2
19,1.0,20.0,2,10,11,23,2022,2
27,0.5,264.0,13,13,11,23,2022,2
11,0.265282,900.0,13,59,11,22,2022,2
23,0.08,92.0,3,23,11,22,2022,1
26,0.265282,11.0,14,5,11,22,2022,1
23,0.08,1000.0,6,48,11,22,2022,1
9,0.265282,57.0,3,48,11,22,2022,2
12,0.265282,809.0,13,59,11,22,2022,2
7,0.265282,770.0,0,25,11,22,2022,2
23,0.2,1200.0,13,36,11,21,2022,2
9,0.1,804.0,4,59,11,21,2022,1
25,0.15,481.0,7,59,11,21,2022,2
7,1.0,157.0,0,59,11,21,2022,2
9,0.04,914.0,11,22,11,19,2022,1
27,0.08,1600.0,13,59,11,18,2022,2
27,0.2,2100.0,5,59,11,18,2022,2
12,0.2,459.0,6,59,11,18,2022,1
27,0.265282,34.0,3,58,11,18,2022,0
7,0.25,281.0,5,59,11,18,2022,2
27,0.265282,1600.0,6,5,11,18,2022,2
3,0.265282,157.0,0,59,11,18,2022,2
5,0.265282,205.0,0,23,11,18,2022,2
18,0.25,18.0,14,59,11,18,2022,2
3,0.15,33.0,2,59,11,18,2022,2
18,0.07,208.0,13,59,11,17,2022,1
21,0.265282,472.0,5,59,11,17,2022,1
21,0.265282,157.0,13,59,11,17,2022,1
7,0.33,281.0,0,52,11,17,2022,0
24,0.265282,54.0,3,59,11,17,2022,0
7,0.25,281.0,5,59,11,17,2022,0
19,0.19,73.0,3,7,11,17,2022,0
7,0.04,278.0,5,7,11,17,2022,0
17,0.09,35.0,2,24,11,17,2022,0
19,0.17,188.0,4,59,11,17,2022,2
18,0.14,157.0,14,59,11,17,2022,2
19,0.13,148.0,4,7,11,17,2022,2
23,0.03,108.0,13,59,11,16,2022,2
13,0.05,2.0,13,59,11,16,2022,2
9,0.21,157.0,4,28,11,16,2022,1
17,0.4,889.0,0,24,11,16,2022,1
19,0.1,235.0,13,59,11,16,2022,1
23,0.11,452.0,7,59,11,16,2022,1
19,0.23,56.0,3,59,11,16,2022,1
17,0.09,436.0,0,59,11,16,2022,0
12,0.22,409.0,13,59,11,16,2022,0
5,0.05,168.0,13,7,11,16,2022,2
27,0.16,63.0,0,17,11,16,2022,2
21,0.25,501.0,0,59,11,16,2022,2
19,0.17,1000.0,5,58,11,16,2022,2
19,0.265282,15.0,2,58,11,16,2022,2
20,1.0,21.0,2,59,11,16,2022,2
4,0.06,2000.0,13,59,11,15,2022,1
19,0.09,453.0,13,59,11,15,2022,1
25,0.17,507.0,6,59,11,15,2022,1
9,1.0,1700.0,13,1,11,15,2022,1
20,0.2,157.0,5,59,11,15,2022,1
21,0.265282,154.0,3,7,11,15,2022,0
18,1.0,157.0,14,59,11,15,2022,0
19,0.16,28.0,0,17,11,15,2022,0
