industry,percentage,funds_raised,stage,country,month,day,year,laid_off_count
7,0.265282,256.0,5,59,11,15,2022,0
2,0.08,157.0,14,30,11,15,2022,0
24,0.1,164.0,4,59,11,15,2022,0
7,0.25,11.0,3,7,11,15,2022,2
7,1.0,157.0,0,59,11,15,2022,2
9,0.265282,441.0,13,52,11,15,2022,2
23,0.19,381.0,0,59,11,15,2022,2
18,0.12,174.0,3,59,11,15,2022,2
19,0.11,382.0,13,59,11,15,2022,2
2,0.265282,12600.0,13,9,11,15,2022,2
17,0.265282,187.0,4,51,11,15,2022,2
19,0.3,68.0,13,1,11,15,2022,2
12,0.05,28.0,13,59,11,14,2022,2
12,0.265282,791.0,13,59,11,14,2022,2
8,0.2,200.0,12,59,11,14,2022,2
21,0.85,405.0,4,59,11,14,2022,1
24,0.15,90.0,12,14,11,14,2022,1
26,0.13,240.0,5,59,11,14,2022,1
12,0.265282,347.0,13,59,11,14,2022,1
12,0.22,409.0,13,59,11,14,2022,0
17,0.265282,212.0,13,59,11,14,2022,0
18,0.08,100.0,0,59,11,14,2022,0
3,0.265282,6.0,1,36,11,14,2022,0
27,0.265282,12.0,0,36,11,14,2022,0
9,0.265282,157.0,0,23,11,14,2022,2
12,0.57,624.0,13,59,11,14,2022,2
21,0.3,597.0,5,59,11,11,2022,1
15,0.08,593.0,5,59,11,11,2022,0
7,0.265282,2.0,1,8,11,11,2022,0
17,0.265282,157.0,14,59,11,11,2022,2
21,0.07,355.0,13,59,11,11,2022,2
27,0.12,1300.0,13,23,11,10,2022,2
2,0.3,1500.0,0,59,11,10,2022,2
7,0.06,665.0,13,59,11,10,2022,1
4,0.27,119.0,5,59,11,10,2022,0
3,0.265282,549.0,13,59,11,10,2022,0
19,0.1,326.0,13,59,11,10,2022,0
17,0.265282,18.0,0,59,11,10,2022,0
3,0.48,11.0,2,59,11,10,2022,0
25,0.25,157.0,0,59,11,10,2022,2
5,0.265282,81.0,3,59,11,10,2022,2
15,0.1,200.0,4,59,11,10,2022,2
9,0.265282,13.0,1,1,11,10,2022,2
10,1.0,157.0,0,59,11,10,2022,2
19,0.265282,277.0,4,59,11,10,2022,2
2,0.13,26000.0,13,59,11,9,2022,2
21,0.13,320.0,13,59,11,9,2022,2
21,0.4,310.0,4,59,11,9,2022,2
28,0.22,686.0,12,59,11,9,2022,1
7,0.2,527.0,13,59,11,9,2022,1
17,0.15,6.0,14,59,11,9,2022,1
2,0.265282,165.0,0,59,11,9,2022,1
12,0.1,20.0,2,22,11,9,2022,0
2,0.07,244.0,14,59,11,9,2022,0
7,0.265282,475.0,4,22,11,9,2022,0
17,0.15,69.0,4,59,11,9,2022,0
17,0.265282,72.0,14,59,11,9,2022,2
4,0.12,78.0,12,28,11,9,2022,2
5,0.265282,458.0,13,59,11,9,2022,0
12,1.0,81.0,3,59,11,9,2022,2
19,0.1,44.0,13,59,11,9,2022,2
18,0.265282,2100.0,13,52,11,9,2022,2
19,0.265282,476.0,13,59,11,8,2022,1
12,0.5,257.0,3,59,11,8,2022,0
0,0.16,300.0,13,59,11,8,2022,2
27,0.265282,6.0,3,19,11,8,2022,2
12,0.1,731.0,13,59,11,8,2022,2
19,0.11,157.0,14,59,11,8,2022,2
24,0.01,65.0,13,59,11,7,2022,2
5,0.1,838.0,9,22,11,7,2022,2
26,0.05,85.0,14,59,11,7,2022,2
7,0.12,280.0,12,5,11,7,2022,1
25,0.15,137.0,0,59,11,7,2022,2
4,0.25,223.0,7,59,11,7,2022,2
25,0.05,30.0,13,59,11,6,2022,1
5,0.265282,148.0,5,41,11,6,2022,0
5,0.265282,14.0,0,22,11,6,2022,2
2,0.5,12900.0,13,59,11,4,2022,2
23,0.265282,1500.0,0,22,11,4,2022,2
19,1.0,5.0,14,17,11,4,2022,1
7,0.08,180.0,0,23,11,4,2022,0
3,0.22,60.0,0,59,11,4,2022,0
23,0.14,380.0,2,59,11,4,2022,2
3,0.1,260.0,4,59,11,4,2022,2
7,0.14,2300.0,9,59,11,3,2022,2
27,0.13,4900.0,13,59,11,3,2022,2
7,0.265282,157.0,13,59,11,3,2022,1
7,0.15,428.0,4,59,11,3,2022,1
9,0.265282,8300.0,13,17,11,3,2022,1
15,0.2,154.0,6,59,11,3,2022,0
7,0.01,1500.0,13,59,11,3,2022,2
21,0.265282,1300.0,0,59,11,3,2022,2
17,0.1,16.0,13,59,11,3,2022,2
9,0.265282,150.0,4,59,11,3,2022,2
12,0.82,445.0,13,59,11,3,2022,2
21,0.15,253.0,5,59,11,3,2022,2
5,0.265282,50.0,3,59,11,3,2022,0
21,0.18,1900.0,13,59,11,2,2022,2
7,0.12,2300.0,8,59,11,2,2022,1
7,0.1,468.0,9,59,11,2,2022,1
3,0.22,607.0,5,59,11,2,2022,1
25,0.1,92.0,4,25,11,2,2022,1
7,0.15,188.0,0,17,11,2,2022,1
9,0.5,103.0,4,59,11,2,2022,0
3,0.13,157.0,0,59,11,2,2022,0
3,0.3,0.0,1,47,11,2,2022,2
25,0.265282,8.0,14,37,11,2,2022,2
27,0.265282,3600.0,0,59,11,1,2022,2
28,0.265282,157.0,14,59,11,1,2022,1
19,0.265282,157.0,13,59,11,1,2022,1
7,0.07,144.0,13,59,11,1,2022,1
22,0.33,148.0,4,59,11,1,2022,1
9,0.18,377.0,0,52,11,1,2022,0
9,0.18,477.0,0,37,11,1,2022,0
9,0.06,479.0,0,37,11,1,2022,0
17,0.05,300.0,4,7,11,1,2022,0
17,0.265282,56.0,3,7,11,1,2022,0
2,0.265282,157.0,0,5,11,1,2022,0
12,0.2,212.0,4,59,11,1,2022,2
26,0.265282,28.0,3,59,11,1,2022,0
12,0.1,568.0,5,52,10,31,2022,2
14,0.265282,213.0,5,59,10,31,2022,0
7,0.27,11.0,3,59,10,31,2022,0
7,0.2,85.0,3,59,10,31,2022,0
23,0.265282,17.0,2,22,10,31,2022,0
5,0.3,49.0,3,22,10,31,2022,2
23,0.265282,108.0,13,59,10,28,2022,1
9,1.0,35.0,3,59,10,28,2022,1
12,0.21,157.0,0,59,10,28,2022,0
9,0.35,11.0,4,17,10,28,2022,2
1,0.43,163.0,3,7,10,27,2022,1
7,0.17,277.0,3,59,10,27,2022,1
10,0.265282,328.0,7,59,10,27,2022,0
18,1.0,157.0,1,22,10,27,2022,2
23,0.265282,157.0,0,59,10,27,2022,2
11,0.08,157.0,13,59,10,26,2022,2
8,0.15,114.0,13,59,10,26,2022,2
21,0.05,97.0,13,59,10,26,2022,2
25,0.17,750.0,7,59,10,26,2022,1
27,0.265282,3600.0,0,59,10,26,2022,1
7,0.12,157.0,2,59,10,26,2022,1
11,0.265282,683.0,6,59,10,26,2022,2
7,0.42,553.0,5,59,10,25,2022,1
7,0.12,142.0,4,59,10,25,2022,0
10,0.5,15.0,1,25,10,25,2022,0
18,0.35,157.0,5,59,10,25,2022,2
15,0.265282,1100.0,6,59,10,25,2022,2
12,0.05,157.0,13,34,10,24,2022,2
12,0.2,462.0,4,59,10,24,2022,2
25,0.14,849.0,7,59,10,24,2022,1
21,0.265282,214.0,0,17,10,24,2022,1
19,0.04,336.0,5,5,10,24,2022,0
12,0.16,86.0,0,25,10,23,2022,0
12,0.38,36.0,0,25,10,23,2022,0
24,0.1,138.0,12,59,10,21,2022,1
25,0.01,157.0,13,59,10,21,2022,1
7,0.33,30.0,0,17,10,21,2022,0
12,0.3,4.0,2,22,10,21,2022,0
27,0.54,575.0,13,59,10,21,2022,2
17,0.12,127.0,4,5,10,20,2022,1
21,0.46,151.0,4,59,10,20,2022,0
20,0.11,203.0,4,59,10,20,2022,0
24,0.265282,5.0,12,59,10,20,2022,0
27,0.265282,629.0,13,58,10,20,2022,2
21,0.2,365.0,6,59,10,20,2022,2
19,0.5,260.0,13,59,10,20,2022,1
9,0.265282,3400.0,9,59,10,19,2022,2
7,0.3,177.0,3,59,10,19,2022,0
25,0.12,88.0,3,58,10,19,2022,0
21,0.265282,13.0,3,59,10,19,2022,2
4,0.265282,596.0,8,4,10,19,2022,2
21,0.265282,313.0,0,59,10,19,2022,2
23,0.07,1700.0,8,59,10,18,2022,1
23,0.21,71.0,13,59,10,18,2022,0
12,0.265282,189.0,3,17,10,17,2022,0
17,0.05,157.0,0,0,10,17,2022,0
19,0.265282,1.0,13,59,10,17,2022,2
3,1.0,42.0,3,17,10,17,2022,2
18,0.21,235.0,0,59,10,16,2022,0
11,0.265282,157.0,0,9,10,16,2022,2
21,0.27,157.0,0,59,10,14,2022,2
9,0.19,122.0,13,59,10,14,2022,2
7,1.0,9.0,0,58,10,14,2022,2
5,1.0,157.0,1,22,10,14,2022,2
24,0.265282,65.0,13,59,10,13,2022,1
2,1.0,10.0,14,59,10,13,2022,0
25,0.265282,61.0,4,59,10,13,2022,2
5,0.05,5500.0,12,22,10,12,2022,2
24,0.1,426.0,6,59,10,12,2022,1
19,0.265282,1500.0,13,52,10,12,2022,1
5,0.75,17.0,2,22,10,12,2022,0
12,0.1,657.0,7,59,10,11,2022,2
7,0.265282,450.0,4,59,10,11,2022,0
7,0.11,1500.0,5,59,10,11,2022,1
21,0.3,217.0,4,59,10,11,2022,1
19,0.265282,20.0,2,34,10,11,2022,0
5,0.13,235.0,0,59,10,11,2022,0
17,0.35,2.0,1,12,10,11,2022,0
6,0.265282,16.0,2,58,10,11,2022,2
3,0.265282,157.0,0,20,10,11,2022,2
10,0.265282,157.0,1,59,10,11,2022,0
9,0.265282,367.0,13,59,10,10,2022,2
17,0.11,1100.0,13,59,10,10,2022,1
13,0.96,103.0,5,59,10,10,2022,1
12,0.2,315.0,4,59,10,10,2022,0
13,0.33,58.0,0,59,10,10,2022,2
23,1.0,157.0,14,59,10,9,2022,2
12,0.04,585.0,13,59,10,7,2022,1
4,0.265282,30.0,5,59,10,7,2022,1
3,0.3,156.0,0,48,10,6,2022,2
8,0.12,1900.0,13,59,10,6,2022,2
21,0.265282,347.0,4,59,10,6,2022,1
5,0.05,157.0,14,59,10,6,2022,0
9,0.06,1900.0,9,59,10,6,2022,0
7,0.265282,645.0,0,48,10,6,2022,2
7,0.265282,29.0,3,35,10,6,2022,2
7,0.4,58.0,3,59,10,6,2022,2
18,0.265282,2100.0,13,52,10,6,2022,2
22,0.25,29.0,4,59,10,5,2022,0
12,0.5,73.0,3,59,10,5,2022,2
26,0.09,253.0,13,59,10,4,2022,1
27,0.16,105.0,3,1,10,4,2022,0
21,0.13,35.0,3,59,10,4,2022,0
4,0.05,157.0,5,59,10,4,2022,2
7,0.05,534.0,5,23,10,4,2022,2
17,0.15,360.0,4,59,10,3,2022,2
8,0.265282,298.0,4,59,10,3,2022,0
3,0.4,157.0,14,22,10,2,2022,0
27,0.1,8.0,14,59,9,30,2022,1
27,0.1,607.0,6,31,9,30,2022,2
9,1.0,157.0,0,59,9,30,2022,0
12,0.265282,255.0,5,59,9,30,2022,2
23,0.265282,237.0,13,17,9,29,2022,1
13,0.2,173.0,5,59,9,29,2022,0
7,0.1,385.0,0,17,9,29,2022,2
10,0.265282,107.0,5,17,9,29,2022,2
24,0.09,536.0,13,59,9,28,2022,2
26,0.265282,203.0,5,59,9,28,2022,2
27,0.1,575.0,13,59,9,28,2022,2
21,0.12,180.0,3,59,9,27,2022,0
4,0.265282,692.0,0,58,9,27,2022,2
9,0.265282,2900.0,0,59,9,24,2022,2
7,0.265282,706.0,6,59,9,23,2022,1
7,0.15,150.0,3,17,9,23,2022,0
9,0.035,166.0,4,59,9,23,2022,0
25,0.05,474.0,5,7,9,23,2022,0
19,1.0,6.0,1,59,9,23,2022,2
3,0.33,1400.0,12,59,9,22,2022,1
7,0.265282,3700.0,0,52,9,22,2022,1
23,0.35,136.0,5,58,9,22,2022,2
0,1.0,1.0,0,59,9,21,2022,1
10,0.265282,5.0,1,59,9,21,2022,2
21,0.265282,1600.0,13,59,9,20,2022,2
12,0.265282,8.0,1,59,9,20,2022,1
26,0.16,190.0,4,7,9,20,2022,1
27,0.02,244.0,14,5,9,20,2022,1
27,0.1,282.0,13,59,9,20,2022,2
23,0.04,62.0,14,59,9,20,2022,2
27,0.265282,5000.0,11,22,9,19,2022,1
12,0.43,75.0,3,59,9,19,2022,0
17,0.02,456.0,7,59,9,19,2022,2
9,0.265282,157.0,0,23,9,18,2022,2
7,0.2,140.0,4,22,9,16,2022,1
7,0.1,271.0,6,59,9,16,2022,0
26,0.11,42.0,13,59,9,15,2022,1
18,0.15,126.0,13,52,9,15,2022,0
10,0.2,67.0,4,59,9,15,2022,0
12,0.265282,90.0,3,59,9,15,2022,2
17,0.07,108.0,0,59,9,15,2022,2
19,0.11,614.0,13,59,9,14,2022,2
17,0.3,137.0,3,17,9,14,2022,0
19,0.05,604.0,5,17,9,14,2022,0
18,0.265282,121900.0,13,59,9,14,2022,0
13,0.14,83.0,4,21,9,14,2022,2
12,0.75,445.0,13,59,9,13,2022,1
7,0.05,1800.0,5,58,9,13,2022,1
17,0.06,445.0,13,59,9,13,2022,1
18,0.17,413.0,7,59,9,13,2022,1
17,0.12,197.0,0,59,9,13,2022,2
21,1.0,33.0,2,61,9,13,2022,2
27,0.265282,28.0,14,5,9,12,2022,0
4,0.265282,81.0,5,59,9,12,2022,0
10,0.28,17.0,2,25,9,12,2022,0
19,0.23,91.0,3,59,9,12,2022,2
23,0.24,526.0,13,59,9,12,2022,2
4,0.265282,84.0,3,59,9,12,2022,2
9,0.265282,6.0,14,7,9,9,2022,2
6,0.265282,145.0,4,1,9,9,2022,0
18,0.265282,413.0,7,59,9,9,2022,0
3,0.1,328.0,3,20,9,9,2022,2
7,0.265282,33.0,2,13,9,9,2022,2
7,1.0,125.0,5,59,9,9,2022,2
5,0.265282,175.0,14,59,9,9,2022,2
23,0.15,45.0,0,59,9,9,2022,2
5,1.0,20.0,4,22,9,9,2022,2
5,0.265282,686.0,5,2,9,8,2022,1
23,0.08,120.0,0,54,9,8,2022,0
12,0.265282,120.0,4,59,9,8,2022,0
4,0.07,200.0,13,59,9,8,2022,2
21,0.265282,157.0,14,59,9,8,2022,2
9,1.0,173.0,0,12,9,7,2022,1
9,0.265282,749.0,14,48,9,7,2022,0
27,0.265282,24700.0,13,29,9,7,2022,0
7,0.265282,172.0,0,22,9,7,2022,0
26,0.05,240.0,5,59,9,7,2022,0
20,0.05,469.0,7,59,9,7,2022,0
24,0.03,143.0,9,59,9,7,2022,0
4,0.265282,264.0,4,25,9,7,2022,2
12,0.5,100.0,4,59,9,7,2022,2
19,0.265282,100.0,5,25,9,7,2022,2
12,0.33,42.0,3,59,9,6,2022,0
14,0.33,41.0,4,25,9,6,2022,0
21,0.14,108.0,4,59,9,6,2022,2
18,0.25,163.0,0,59,9,6,2022,2
7,0.05,91.0,3,36,9,2,2022,0
23,0.265282,16.0,3,36,9,2,2022,2
2,0.265282,8600.0,13,48,9,2,2022,2
3,0.15,250.0,0,5,9,1,2022,1
12,0.08,379.0,6,59,9,1,2022,1
23,0.265282,122.0,13,7,9,1,2022,0
8,0.15,95.0,0,17,9,1,2022,0
7,0.265282,67.0,3,52,9,1,2022,0
2,0.2,4900.0,13,59,8,31,2022,2
12,0.16,910.0,13,59,8,31,2022,1
7,0.1,188.0,0,17,8,31,2022,1
7,0.1,1300.0,13,59,8,31,2022,0
24,0.265282,496.0,7,59,8,31,2022,0
2,0.265282,44.0,3,22,8,31,2022,0
12,0.2,173.0,13,59,8,31,2022,0
21,0.1,169.0,5,59,8,31,2022,0
23,0.36,157.0,0,17,8,31,2022,0
10,0.265282,221.0,0,59,8,31,2022,2
21,1.0,117.0,4,59,8,31,2022,2
19,0.265282,157.0,0,18,8,31,2022,2
19,0.265282,212.0,5,59,8,30,2022,1
25,0.1,123.0,4,58,8,30,2022,0
23,0.265282,47.0,2,59,8,30,2022,0
23,0.265282,1100.0,7,22,8,29,2022,2
12,0.3,44.0,3,59,8,29,2022,1
3,0.265282,310.0,4,59,8,29,2022,2
2,0.265282,287.0,13,59,8,29,2022,2
27,0.265282,231.0,13,25,8,28,2022,2
19,0.265282,974.0,14,59,8,26,2022,1
25,0.265282,1200.0,13,59,8,26,2022,0
7,0.07,78.0,3,59,8,26,2022,0
21,0.265282,905.0,0,59,8,26,2022,2
9,0.265282,280.0,14,59,8,25,2022,0
23,0.1,157.0,14,5,8,25,2022,0
17,0.1,361.0,12,59,8,25,2022,2
15,0.07,330.0,6,59,8,25,2022,2
21,1.0,117.0,3,59,8,24,2022,1
7,0.2,24.0,2,59,8,24,2022,0
9,0.265282,157.0,0,59,8,24,2022,2
27,0.16,646.0,5,17,8,23,2022,1
23,0.2,472.0,0,59,8,23,2022,1
19,0.08,91.0,4,7,8,23,2022,0
10,0.08,114.0,4,59,8,23,2022,0
10,0.5,3.0,1,59,8,23,2022,0
4,0.26,1000.0,8,59,8,23,2022,2
23,0.265282,157.0,13,1,8,23,2022,2
5,0.265282,136.0,0,59,8,23,2022,2
9,0.17,73.0,2,59,8,22,2022,2
23,1.0,56.0,0,22,8,22,2022,2
25,0.14,1.0,1,25,8,21,2022,1
25,0.1,21.0,14,59,8,21,2022,0
17,0.03,187.0,5,59,8,20,2022,0
23,0.05,1700.0,13,59,8,19,2022,2
7,0.265282,2300.0,9,59,8,19,2022,0
3,0.8,157.0,0,48,8,19,2022,0
13,0.05,214.0,13,59,8,18,2022,1
12,0.17,215.0,4,59,8,18,2022,0
7,0.265282,704.0,5,59,8,18,2022,2
12,0.1,209.0,4,59,8,18,2022,2
17,0.05,178.0,5,7,8,18,2022,2
25,0.14,80.0,3,59,8,17,2022,1
19,0.82,157.0,1,5,8,17,2022,1
3,0.21,157.0,0,1,8,17,2022,0
19,0.265282,74.0,4,59,8,17,2022,0
3,0.2,157.0,2,59,8,17,2022,0
7,0.265282,104.0,4,5,8,17,2022,0
12,0.14,293.0,5,7,8,16,2022,1
4,0.09,205.0,5,25,8,16,2022,0
10,0.15,11.0,2,59,8,16,2022,0
3,0.265282,156.0,0,48,8,16,2022,2
5,1.0,77.0,14,59,8,16,2022,2
21,0.1,253.0,5,59,8,16,2022,2
19,0.265282,467.0,0,59,8,16,2022,2
12,0.13,791.0,13,59,8,15,2022,2
7,0.12,665.0,13,59,8,15,2022,1
12,0.37,380.0,13,59,8,15,2022,0
23,0.15,305.0,13,59,8,15,2022,2
21,0.265282,15.0,2,25,8,14,2022,0
19,0.265282,45.0,2,59,8,13,2022,2
8,0.13,1900.0,13,59,8,12,2022,2
3,0.1,169.0,13,59,8,12,2022,2
19,0.265282,20.0,2,59,8,12,2022,2
12,0.33,255.0,5,59,8,11,2022,1
12,0.2,218.0,4,59,8,11,2022,1
15,0.08,201.0,5,59,8,11,2022,0
23,0.09,42.0,2,28,8,11,2022,0
12,0.265282,204.0,4,8,8,11,2022,0
22,0.265282,26.0,4,1,8,11,2022,0
7,0.02,24.0,13,59,8,11,2022,2
5,0.1,40.0,3,5,8,10,2022,0
17,0.12,105.0,4,58,8,10,2022,0
21,0.2,160.0,3,59,8,10,2022,2
17,1.0,238.0,4,58,8,10,2022,2
12,0.2,301.0,5,59,8,10,2022,2
12,0.2,75.0,13,59,8,9,2022,2
17,0.3,300.0,4,7,8,9,2022,2
13,0.04,1100.0,13,59,8,9,2022,2
12,0.25,533.0,13,59,8,9,2022,1
17,0.265282,58.0,13,25,8,9,2022,1
23,0.03,338.0,6,5,8,9,2022,0
7,0.265282,504.0,5,59,8,9,2022,0
2,0.17,165.0,0,1,8,9,2022,0
23,0.3,114.0,4,59,8,9,2022,0
12,0.265282,237.0,13,59,8,9,2022,0
24,0.265282,102.0,3,7,8,9,2022,0
12,0.12,272.0,13,59,8,9,2022,2
7,0.15,814.0,0,59,8,9,2022,2
9,1.0,7.0,1,59,8,9,2022,2
18,0.1,166.0,13,59,8,9,2022,2
27,0.265282,504.0,13,59,8,9,2022,2
9,0.265282,478.0,13,59,8,9,2022,2
23,0.15,1400.0,13,59,8,8,2022,2
15,0.15,507.0,7,5,8,8,2022,2
27,0.265282,1300.0,13,59,8,8,2022,2
2,0.265282,535.0,13,59,8,8,2022,0
4,0.265282,188.0,5,59,8,8,2022,0
17,0.05,76.0,13,25,8,8,2022,0
9,0.15,120.0,5,59,8,8,2022,2
4,0.265282,1000.0,8,59,8,8,2022,2
2,0.1,30.0,14,59,8,5,2022,1
23,0.1,28.0,3,7,8,5,2022,0
17,0.17,42.0,2,7,8,5,2022,0
15,0.265282,76.0,3,59,8,5,2022,2
26,0.265282,497.0,5,59,8,5,2022,2
7,0.13,679.0,13,59,8,4,2022,2
23,0.17,157.0,3,7,8,4,2022,1
2,0.17,652.0,0,59,8,4,2022,1
12,0.08,242.0,13,59,8,4,2022,1
5,0.04,166.0,6,22,8,4,2022,1
26,0.265282,85.0,14,59,8,4,2022,1
5,0.33,20.0,2,59,8,4,2022,0
1,0.12,163.0,3,7,8,4,2022,0
26,0.265282,44.0,13,59,8,4,2022,0
12,0.16,100.0,4,59,8,4,2022,2
7,0.2,290.0,3,5,8,4,2022,2
2,0.265282,59.0,14,59,8,4,2022,2
19,0.1,157.0,14,59,8,4,2022,2
5,0.3,20.0,3,23,8,4,2022,2
12,0.265282,244.0,4,59,8,3,2022,1
17,0.2,39.0,2,7,8,3,2022,0
9,0.265282,122.0,13,59,8,3,2022,0
10,0.265282,39.0,3,59,8,3,2022,0
27,0.265282,497.0,6,22,8,3,2022,2
13,0.15,189.0,14,59,8,3,2022,2
2,0.2,542.0,0,17,8,3,2022,2
17,0.15,9.0,12,30,8,3,2022,2
7,0.23,5600.0,13,59,8,2,2022,2
25,0.37,342.0,13,59,8,2,2022,1
5,0.265282,292.0,6,22,8,2,2022,1
15,0.265282,107.0,0,59,8,2,2022,1
20,0.25,175.0,4,59,8,2,2022,1
24,0.05,489.0,8,59,8,2,2022,0
15,0.2,26.0,3,28,8,2,2022,0
10,0.265282,71.0,14,59,8,2,2022,0
20,0.3,75.0,3,59,8,2,2022,0
23,0.08,266.0,6,59,8,2,2022,0
12,0.1,530.0,13,59,8,2,2022,2
18,0.265282,151.0,13,59,8,2,2022,2
7,0.5,58.0,4,5,8,1,2022,0
5,0.265282,1.0,1,59,8,1,2022,2
9,0.265282,194.0,5,22,8,1,2022,2
18,0.265282,157.0,0,58,8,1,2022,2
19,0.265282,157.0,13,59,8,1,2022,2
27,1.0,20.0,2,59,8,1,2022,2
19,0.265282,10.0,2,37,8,1,2022,2
17,1.0,18.0,3,1,7,31,2022,1
10,0.32,15.0,1,25,7,31,2022,0
17,0.5,157.0,0,59,7,31,2022,2
27,0.265282,5000.0,11,22,7,29,2022,2
7,0.25,681.0,4,7,7,29,2022,1
9,0.265282,229.0,5,59,7,29,2022,0
9,0.265282,58.0,3,59,7,29,2022,0
17,0.06,65.0,4,59,7,29,2022,0
28,0.265282,11.0,0,7,7,29,2022,0
3,0.265282,11.0,0,47,7,29,2022,2
9,0.265282,1700.0,13,9,7,29,2022,2
21,1.0,6.0,0,1,7,29,2022,2
21,0.265282,405.0,4,59,7,28,2022,1
5,0.33,51.0,3,59,7,28,2022,0
7,0.2,510.0,14,59,7,28,2022,0
7,0.265282,130.0,13,35,7,28,2022,0
23,0.265282,202.0,13,59,7,28,2022,0
2,0.265282,1.0,1,7,7,28,2022,0
5,0.2,426.0,13,59,7,28,2022,2
23,0.265282,12.0,2,22,7,28,2022,2
24,0.265282,12.0,2,59,7,28,2022,2
19,0.19,72.0,5,59,7,28,2022,2
18,0.265282,17.0,14,59,7,28,2022,2
6,0.2,491.0,0,59,7,28,2022,2
27,0.06,10700.0,13,59,7,27,2022,2
18,0.02,307.0,7,59,7,27,2022,0
3,0.24,98.0,0,7,7,27,2022,0
17,0.04,60.0,6,25,7,27,2022,0
23,0.1,122.0,13,7,7,26,2022,2
21,0.265282,214.0,0,17,7,26,2022,1
19,0.08,111.0,13,25,7,26,2022,0
7,0.17,41.0,3,1,7,26,2022,0
17,0.03,394.0,13,59,7,26,2022,0
22,0.3,22.0,2,59,7,26,2022,0
3,0.06,279.0,4,1,7,26,2022,0
19,0.265282,974.0,14,59,7,25,2022,1
12,0.09,409.0,13,59,7,25,2022,0
12,0.06,272.0,6,59,7,25,2022,2
26,1.0,18.0,14,25,7,24,2022,1
12,0.2,69.0,4,59,7,22,2022,0
10,0.265282,58.0,3,59,7,22,2022,0
7,0.22,15.0,2,5,7,22,2022,0
12,0.05,328.0,5,59,7,22,2022,0
25,0.265282,157.0,0,59,7,22,2022,2
23,0.05,137.0,3,59,7,22,2022,2
12,0.265282,178.0,13,59,7,22,2022,2
24,0.265282,200.0,5,59,7,22,2022,2
20,0.265282,62.0,14,59,7,22,2022,2
3,0.25,490.0,5,58,7,21,2022,1
18,0.35,157.0,5,59,7,21,2022,1
25,0.22,157.0,13,59,7,21,2022,1
8,0.15,404.0,7,59,7,21,2022,1
27,0.1,329.0,5,59,7,21,2022,0
9,0.33,72.0,3,59,7,21,2022,0
12,0.05,42.0,3,59,7,21,2022,0
12,0.1,247.0,6,59,7,21,2022,2
26,0.265282,45.0,3,59,7,21,2022,2
20,0.5,356.0,7,59,7,21,2022,2
20,0.265282,192.0,4,59,7,21,2022,2
19,0.265282,157.0,12,59,7,21,2022,2
9,0.265282,2800.0,13,34,7,20,2022,2
